name,latitude,longitude,free_bikes,empty_slots,total_bikes
Franklin St & W Broadway,40.71911552,-74.00666661,7,21,28
31 Ave & 34 St,40.763154,-73.920827,13,9,22
31 Ave & 14 St,40.7682,-73.9322662,19,0,19
49 Ave & 21 St,40.74252,-73.948852,4,16,20
31 Ave & Crescent St,40.7658346,-73.9265474,11,9,20
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,16,3,19
5 St & 51 Ave,40.7423737,-73.9566,9,11,20
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,15,4,19
Boerum St & Broadway,40.70538077,-73.94976519,9,5,14
Leonard St & Boerum St,40.70583339,-73.94644578,17,6,23
Greene Av & Myrtle Av,40.698568,-73.918877,23,6,29
Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,18,22,40
Division Ave & Marcy Ave,40.70708701,-73.95796783,19,13,32
Scholes St & Manhattan Ave,40.70870368,-73.9448625,20,14,34
Stagg St & Union Ave,40.70877084,-73.95095259,18,14,32
Broadway & Roebling St,40.70924826276157,-73.96063148975372,3,23,26
W 84 St & Columbus Ave,40.78499979,-73.97283406,13,17,30
Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,66,11,77
W 20 St & 8 Ave,40.74345335,-74.00004031,26,57,83
Carroll St & Bond St,40.6786115,-73.99037292,22,1,23
E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,23,8,31
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,31,2,33
3 St & 3 Ave,40.6750705,-73.98775226,71,5,76
Grand Ave & Bergen St,40.678045,-73.962408,13,11,24
Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,25,5,30
E 2 St & Avenue C,40.7208736,-73.98085795,60,23,83
Fulton St & Irving Pl,40.68186,-73.959432,17,13,30
Henry St & Atlantic Ave,40.69089272,-73.99612349,12,8,20
E 97 St & 3 Ave,40.7859201,-73.94860294,26,3,29
10 St & 7 Ave,40.6662078,-73.98199886,21,2,23
Stanton St & Norfolk St,40.720747,-73.986274,22,23,45
6 Ave & 9 St,40.668127,-73.98377641,13,8,21
Nassau Ave & Russell St,40.72557,-73.94434,32,16,48
Banker St & Meserole Ave,40.72606,-73.95621,26,5,31
Rivington St & Chrystie St,40.72110063,-73.9919254,45,15,60
N 15 St & Wythe Ave,40.724055,-73.955736,49,4,53
McGinley Square,40.7253399253558,-74.06762212514877,11,8,19
Liberty Light Rail,40.7112423,-74.0557013,21,1,22
Union St,40.7182113,-74.0836394,1,15,16
10 Ave & W 28 St,40.75066386,-74.00176802,27,37,64
W 15 St & 7 Ave,40.73935542,-73.99931783,36,43,79
S 3 St & Bedford Ave,40.71260486,-73.96264403,12,12,24
Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,25,3,28
Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,25,12,37
Dock 72 Way & Market St,40.69985,-73.97141,15,6,21
Columbia St & Degraw St,40.6859296,-74.00242364,11,7,18
Douglass St & 3 Ave,40.6802133,-73.98432695,21,9,30
2 Ave & E 104 St,40.7892105,-73.94370784,25,3,28
E 106 St & Lexington Ave,40.791976,-73.945993,19,7,26
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,44,11,55
Central Park S & 6 Ave,40.76590936,-73.97634151,17,54,71
W 41 St & 8 Ave,40.75640548,-73.9900262,62,1,63
Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389,12,11,23
Catherine St & Monroe St,40.71117444,-73.99682619,32,2,34
Newport Pkwy,40.7287448,-74.0321082,8,2,10
Heights Elevator,40.748715945380226,-74.04044330120087,11,5,16
India St & Manhattan Ave,40.73232194,-73.9550858,34,11,45
Amsterdam Ave & W 125 St,40.813358,-73.956461,32,6,38
Bedford Ave & Montgomery St,40.665816,-73.956934,19,7,26
9 Ave & W 22 St,40.7454973,-74.00197139,30,22,52
43 St & Broadway,40.7577284,-73.9166368,8,15,23
Lafayette St & Jersey St,40.72456089,-73.99565293,41,19,60
E 12 St & 3 Ave,40.73223272,-73.98889957,31,38,69
Clinton Ave & Myrtle Ave,40.693261,-73.968896,21,10,31
27 Ave & 9 St,40.7739825,-73.9309134,20,19,39
E 53 St & Madison Ave,40.7597108,-73.97402311,2,49,51
27 Ave & 3 St,40.77485,-73.9342,11,7,18
E 95 St & 3 Ave,40.7849032,-73.950503,17,9,26
University Pl & E 14 St,40.734814,-73.992085,9,46,55
W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,3,37,40
Carroll St & 6 Ave,40.6740886,-73.9787282,14,5,19
W 107 St & Columbus Ave,40.7997568,-73.9621128676,20,2,22
Bushwick Ave & Dekalb Ave,40.69502,-73.92825,17,10,27
Beaver St & Fayette St,40.70099,-73.93921,16,12,28
Bushwick Ave & Forrest St,40.70076,-73.93641,16,3,19
Evergreen Ave & Noll St,40.70106,-73.93318,7,18,25
Kent St & McGuinness Blvd,40.73124,-73.95161,17,3,20
Morgan Ave & Maspeth Ave,40.716657,-73.93637,20,5,25
Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,19,5,24
Calyer St & Jewel St,40.72984,-73.94839,20,15,35
Withers St & Kingsland Ave,40.71773,-73.94051,15,2,17
Harrison Pl & Porter Ave,40.70686,-73.92851,17,3,20
Engert Ave & McGuinness Blvd,40.72158,-73.94546,17,2,19
Jefferson St & Cypress Ave,40.70907,-73.92157,23,2,25
2 Ave & E 122 St,40.8006721,-73.9349,13,6,19
Frost St & Debevoise Ave,40.71882,-73.93948,14,0,14
Myrtle Ave & Linden St,40.69943,-73.91337,8,16,24
Myrtle Ave & Grove St,40.69905,-73.91516,14,6,20
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,12,12,24
Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,25,4,29
Wilson Ave & Troutman St,40.70166,-73.92754,16,10,26
Stewart Ave & Johnson Ave,40.70869,-73.92587,3,14,17
Suydam St & Broadway,40.69544,-73.93223,11,19,30
Wyckoff Av & Stanhope St,40.703545,-73.917775,11,10,21
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,3,17,20
Cedar St & Evergreen Ave,40.69671,-73.92807,8,17,25
Irving Ave & Harman St,40.70108,-73.9179,21,1,22
Menahan St & Wyckoff Ave,40.70113,-73.91422,11,7,18
E 51 St & 2 Ave,40.755293,-73.967641,13,26,39
Dey St,40.737711,-74.066921,7,10,17
Linden St & Knickerbocker Ave,40.69714,-73.91566,15,2,17
Menahan St & Central Ave,40.69543,-73.9196,18,7,25
Central Ave & Himrod St,40.69676,-73.92302,9,16,25
Kingsland Ave & Nassau Ave,40.72577,-73.94173,16,9,25
Irving Ave & Palmetto St,40.698,-73.9127,7,10,17
Bushwick Ave & Harman St,40.69356,-73.92524,9,15,24
Broadway & Kosciuszko St,40.69329,-73.92852,7,20,27
E 116 St & 2 Ave,40.796879,-73.937261,21,10,31
E 85 St & 3 Ave,40.77801203,-73.95407149,24,9,33
Irving Ave & Halsey St,40.69467,-73.90663,4,15,19
Central Ave & Woodbine St,40.69296,-73.91605,15,1,16
Bushwick Ave & Linden St,40.69146,-73.92146,24,3,27
Central Ave & Covert St,40.68929,-73.90951,4,26,30
Central Ave & Decatur St,40.6882,-73.90798,17,7,24
Moffat St & Bushwick,40.68458,-73.90925,10,8,18
Eldert St & Bushwick Ave,40.68652,-73.91321,11,11,22
Halsey St & Broadway,40.68565,-73.91564,5,14,19
Grove St & Broadway,40.69047,-73.923511,15,13,28
E 89 St & 3 Ave,40.7806284,-73.9521667,28,10,38
E 89 St & York Ave,40.7779453,-73.946041,33,1,34
Knickerbocker Ave & Halsey St,40.693,-73.90824,3,16,19
Madison St & Evergreen Ave,40.69122,-73.91693,4,12,16
Halsey St & Evergreen Ave,40.68858,-73.91227,8,12,20
Broadway & Madison St,40.68822,-73.91966,18,6,24
W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,44,28,72
Cliff St & Fulton St,40.70838,-74.00495,33,32,65
Wilson Ave & Moffat St,40.68906,-73.90506,15,15,30
Bushwick Ave & Furman Ave,40.68281,-73.90623,9,21,30
E 56 St & Madison Ave,40.761573,-73.972628,11,15,26
Henry St & Grand St,40.714211,-73.981095,25,8,33
Van Sinderen Ave & Truxton St,40.6786,-73.90369,0,21,21
Broadway & Furman Ave,40.68139,-73.90756,17,11,28
Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,16,9,25
Center Blvd & 51 Ave,40.743366080270214,-73.95960688591003,19,1,20
Norman St & Wyckoff Ave,40.69517,-73.90311,0,12,12
Forest Ave & Summerfield St,40.69922,-73.89795,14,7,21
Menahan St & Seneca Ave,40.70461,-73.91054,3,13,16
Cypress Ave & Palmetto St,40.701573408737914,-73.90876293182373,1,23,24
38 Ave & 29 St,40.75473,-73.93367,3,15,18
Manhattan Av & Leonard St,40.72084,-73.94844,17,1,18
Morgan Ave & Lombardy St,40.72226,-73.93889,26,3,29
Madison St & Cypress Ave,40.70068,-73.90742,13,3,16
E 81 St & Park Ave,40.77677702,-73.9590097,28,17,45
Stephen St & Seneca Ave,40.6988,-73.9007,2,13,15
Madison St & Seneca Ave,40.70183,-73.90625,3,19,22
Menahan St & Onderdonk Ave,40.70553,-73.9096,6,11,17
E 88 St & Park Ave,40.781410700190015,-73.95595908164978,22,13,35
Stanhope St & Fairview Ave,40.70998,-73.91116,11,5,16
Flushing Ave & Woodward Ave,40.71246,-73.91873,18,1,19
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,24,3,27
Hancock St & Wyckoff Ave,40.6972,-73.90674,11,7,18
Broadway & Hancock St,40.68663,-73.9168,11,20,31
Madison St & Forest Ave,40.70555,-73.90245,18,7,25
Woodward Ave & Harman St,40.70793,-73.91092,7,11,18
Central Ave & Melrose St,40.70112,-73.93039,1,14,15
W 47 St & 10 Ave,40.76269882,-73.99301222,29,7,36
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,19,3,22
Madison St & Woodward Ave,40.70408,-73.90408,16,4,20
Fairview Ave & Linden St,40.70694,-73.90632,10,8,18
Greene Ave & Grandview Ave,40.709697,-73.907856,6,9,15
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,7,9,16
W 42 St & 6 Ave,40.75492,-73.98455,2,50,52
W Broadway & W Houston St,40.726378,-74.000472,30,20,50
Centre St & Seneca Ave,40.69969,-73.9022,9,13,22
W 53 St & 10 Ave,40.76669671,-73.99061728,20,5,25
W 54 St & 9 Ave,40.76584941,-73.98690506,26,15,41
4 Ave & E 12 St,40.732647,-73.99011,11,27,38
Delancey St & Eldridge St,40.719383,-73.991479,30,1,31
Division St & Bowery,40.714193,-73.996732,38,7,45
S 4 St & Wythe Ave,40.71285887,-73.96590294,15,7,22
Willoughby St & Ashland Pl,40.69178,-73.97877,27,2,29
Sands St Gate,40.699569,-73.979827,11,7,18
12 Ave & W 125 St,40.818299,-73.960405,26,6,32
Columbia St & Rivington St,40.71739973,-73.98016555,32,7,39
31 Ave & Steinway St,40.7611488,-73.9170071,16,9,25
24 St & 41 Ave,40.752474,-73.939991,5,13,18
W 30 St & 10 Ave,40.752694,-74.002353,34,20,54
Hoyt St & Warren St,40.6843549,-73.98901629,30,2,32
5 Ave & E 63 St,40.766368,-73.971518,23,26,49
Nassau St & Navy St,40.69839895,-73.98068914,45,11,56
West St & Liberty St,40.711444,-74.014847,17,24,41
E 128 St & 3 Ave,40.805631,-73.934077,17,2,19
2 Ave & E 125 St,40.802554,-73.933509,25,3,28
E 149 St & Morris Ave,40.81734,-73.922962,30,2,32
Lincoln Ave & E 134 St,40.808484,-73.928803,17,0,17
Willis Ave & Bruckner Blvd,40.805701,-73.925177,18,0,18
W 135 St & Lenox Terrace Pl,40.813619,-73.939336,26,0,26
5 Ave & E 135 St,40.812191,-73.937838,11,9,20
Lexington Ave & E 128 St,40.806414,-73.936085,21,3,24
Lincoln Ave & E 138 St,40.810893,-73.927311,18,6,24
E 132 St & Madison Ave,40.810224,-73.937195,14,4,18
5 Ave & W 131 St,40.81014,-73.93973,15,4,19
Adam Clayton Powell Blvd & W 130 St,40.812346,-73.946168,14,6,20
Morris Ave & E 142 St,40.814469,-73.924963,19,2,21
Amsterdam Ave & W 131 St,40.816355,-73.954295,14,4,18
Willis Ave & E 141 St,40.81093,-73.921606,11,6,17
Willis Ave & E 137 St,40.808384,-73.923604,14,7,21
E 53 St & Lexington Ave,40.75828065,-73.97069431,13,43,56
E 138 St & 5 Av,40.81449,-73.936153,13,8,21
Convent Ave & W 135 St,40.818215,-73.950988,4,22,26
Amsterdam Ave & W 136 St,40.819746,-73.951819,5,13,18
E 135 St & St Ann's Ave,40.805089,-73.918889,13,10,23
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763,16,0,16
St Nicholas Ave & W 137 St,40.818477,-73.947568,15,5,20
E 134 St & Walnut Ave,40.800425,-73.911034,11,4,15
Willow Ave & E 133 St,40.800933,-73.913863,14,7,21
E 138 St & Grand Concourse,40.813224,-73.930605,18,2,20
E 138 St & Willow Ave,40.804168,-73.911545,18,0,18
Brook Ave & E 141 St,40.809619,-73.917875,15,3,18
Morris Ave & E 153 St,40.820036,-73.921411,16,2,18
Willis Ave & E 143 St,40.812299,-73.92037,14,4,18
Walnut Ave & E 136 St,40.801657,-73.909513,13,2,15
St Mary's St & Jackson Ave,40.808891,-73.91081,11,8,19
St. Ann's Ave & E 144 St,40.811112,-73.914932,18,4,22
E 144 St & Brook Ave,40.811675,-73.917037,14,1,15
Bradhurst Ave & W 148 St,40.825125,-73.941616,20,0,20
Lenox Ave & W 144 St,40.819783,-73.936521,16,4,20
Riverside Dr & W 138 St,40.823168,-73.955857,26,4,30
W 146 St & Broadway,40.826969,-73.949738,19,9,28
W 145 St & Amsterdam Ave,40.825244,-73.947257,8,15,23
Riverside Dr & W 145 St,40.827305,-73.951989,18,16,34
Melrose Ave & E 150 St,40.816827,-73.917338,9,21,30
E 149 St & Jackson Ave,40.813135,-73.909235,1,20,21
E 149 St & Eagle Ave,40.814046,-73.91186,10,9,19
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,15,7,22
Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,10,38,48
Lexington Ave & E 26 St,40.741459,-73.983293,37,41,78
St Nicholas Ave & W 134 St,40.816234,-73.948222,25,0,25
5 Av & W 139 St,40.815484,-73.935856,16,2,18
W 133 St & 12 Ave,40.820003,-73.959089,17,1,18
E 142 St & 3 Ave,40.812735,-73.923697,10,9,19
E 138 St & Cypress Ave,40.805559,-73.914718,6,15,21
LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20,29,49
W Broadway & Spring St,40.72494672359416,-74.00165855884552,39,27,66
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,15,2,17
Lenox Ave & W 133 St,40.81296,-73.941878,21,3,24
Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,9,12,21
Brook Ave & E 138 St,40.807408,-73.91924,3,17,20
E 141 St & St Ann's Ave,40.808633,-73.916124,15,3,18
E 141 St & Jackson Ave,40.806896,-73.911837,5,12,17
Edgecombe Ave & W 141 St,40.820681,-73.945144,17,4,21
St. Nicholas Terrace & Convent Ave,40.821294,-73.947868,10,13,23
E 147 St & Bergen Ave,40.814673,-73.91839,15,6,21
Willoughby Ave & Myrtle Ave,40.69757,-73.93098,9,8,17
Motorgate,40.7639089,-73.9477213,28,4,32
Roosevelt Island Tramway,40.757284,-73.9536,33,4,37
Southpoint Park,40.75370225419114,-73.95865201950072,27,8,35
W 148 St & Amsterdam Ave,40.827075,-73.945909,13,9,22
Edgecombe Ave & W 145 St,40.823498,-73.94386,14,15,29
Westchester Ave & Jackson Ave,40.816124,-73.908116,2,22,24
Prospect Ave & E 151 St,40.814232,-73.903927,8,12,20
Wales Ave & E 147 St,40.811314,-73.907729,5,13,18
1 Ave & E 18 St,40.733812191966315,-73.98054420948029,33,18,51
1 Ave & E 16 St,40.73221853,-73.98165557,27,27,54
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,23,2,25
Broadway & W 131 St,40.817555,-73.957163,4,15,19
St Ann's Ave & Westchester Ave,40.815887,-73.911918,5,14,19
West End Ave & W 60 St,40.77237,-73.99005,37,0,37
Southern Blvd & E 142 St,40.807347437082,-73.90809774398804,20,3,23
Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279,19,3,22
Broadway & W 133 St,40.8190344,-73.956156,5,13,18
Madison Av & E 51 St,40.75863,-73.97513,7,34,41
Adam Clayton Powell Blvd & W 151 St,40.825289,-73.936232,14,3,17
Lenox Ave & W 146 St,40.821111,-73.935971,19,4,23
W 140 St & Riverside Dr,40.824013,-73.954743,17,5,22
Brook Ave & E 148 St,40.814383,-73.915368,15,3,18
Broadway & W 153 St,40.831327,-73.946665,2,16,18
Riverside Dr & W 148 St,40.829114,-73.950426,6,16,22
Edgecombe Ave & W 150 St,40.826881,-73.941427,3,16,19
E 155 St & Courtlandt Ave,40.82057,-73.917579,17,2,19
Melrose Ave & E 154 St,40.819609,-73.916071,14,5,19
St Nicholas Ave & W 150 St,40.827212,-73.942722,2,23,25
Gerard Ave & E 146 St,40.817755,-73.92965,15,2,17
Alexander Ave & E 134 St,40.807466,-73.927107,16,0,16
Amsterdam Ave & W 152 St,40.829523,-73.944279,15,4,19
Cauldwell Ave & E 161 St,40.82188,-73.907521,15,0,15
E 156 & Brook Ave,40.819823,-73.912411,7,11,18
Brook Ave & E 157 St,40.820713,-73.911759,16,0,16
Harlem River Dr & W 155 St,40.830476,-73.939929,5,17,22
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,14,4,18
Prospect Ave & Longwood Ave,40.81899,-73.90202,2,26,28
Convent Ave & W 151 St,40.82831,-73.942924,11,12,23
Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063,44,14,58
St. Nicholas Ave & W 157 St,40.832314,-73.94102,11,9,20
W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,28,3,31
Westchester Ave & E 156 St,40.817802,-73.905203,11,12,23
Amsterdam Ave & W 162 St,40.83618,-73.939789,17,9,26
W 160 St & St. Nicholas Ave,40.834468,-73.939865,5,20,25
W 163 St & Riverside Dr,40.839278,-73.945446,4,14,18
E 160 St & Tinton Ave,40.820302,-73.903944,6,15,21
W 165 St & Fort Washington Ave,40.84004,-73.942939,7,17,24
Broadway & W 165 St,40.839137,-73.941409,15,9,24
Fort Washington Ave & W 173 St,40.84522,-73.940493,8,16,24
Amsterdam Ave & W 172 St,40.842173,-73.935111,16,7,23
Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371,17,1,18
Broadway & W 160 St,40.835775,-73.9434,7,15,22
Central Park West & W 85 St,40.78476,-73.969862,24,9,33
Amsterdam Ave & W 156 St,40.832081,-73.942386,9,15,24
Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057,21,1,22
Amsterdam Ave & W 167 St,40.839443,-73.937044,12,10,22
Amsterdam Ave & W 175 St,40.844044,-73.933651,2,21,23
Wadsworth Ave & W 175 St,40.846052,-73.937648,15,9,24
Cabrini Blvd & W 177 St,40.848282,-73.941343,12,11,23
Amsterdam Ave & W 180 St,40.847396,-73.931205,2,20,22
Audobon Ave & W 179 St,40.847305,-73.933291,1,22,23
Wadsworth Ave & W 179 St,40.848467,-73.936064,5,30,35
Old Broadway & W 133 St,40.818212,-73.955277,18,1,19
St. Nicholas Ave & W 155 St,40.830663,-73.941323,10,12,22
Clermont Ave & Park Ave,40.69573398,-73.97129668,11,6,17
Central Park W & W 91 St,40.788664991278836,-73.96680057048798,27,20,47
Amsterdam Ave & W 183 St,40.84925,-73.93022,2,18,20
Gerard Ave & McClellan St,40.833909,-73.92112,19,9,28
Gerard Ave & E 165 St,40.83173,-73.922394,5,16,21
Grand Concourse & E 167 St,40.834263,-73.917641,18,11,29
Gerard Ave & E 164 St,40.830262,-73.923391,3,15,18
Ogden Ave & W 165 St,40.834457,-73.928381,12,6,18
Shakespeare Ave & W 169 St,40.839312,-73.922423,4,14,18
Avenue D & E 10 St,40.72506551015475,-73.97515833377838,22,8,30
E 169 St & Webster Ave,40.834015,-73.908863,19,2,21
Grand Concourse & E 171 St,40.839549,-73.913004,13,11,24
Inwood Ave & W 170 St,40.840536,-73.919228,19,1,20
E 158 St & Melrose Ave,40.822215,-73.914688,18,3,21
Prospect Pl & 6 Ave,40.6793307,-73.97519523,14,10,24
Grand Concourse & E 156 St,40.823429,-73.924689,4,14,18
W 87 St & Amsterdam Ave,40.78839,-73.9747,27,13,40
W 87 St & West End Ave,40.789622,-73.97757,40,4,44
Jerome Ave & Anderson Ave,40.830179,-73.928747,10,6,16
Grand Concourse & E 164 St,40.829608,-73.921461,6,14,20
Morris Ave & McClellan St,40.831584,-73.9149,4,16,20
Walton Ave & E 168 St,40.83649,-73.918316,7,13,20
W 159 St & Edgecombe Ave,40.833303,-73.939326,7,12,19
40 Ave & 9 St,40.75742,-73.945133,17,1,18
Park Ave & E 162 St,40.825716,-73.915585,3,14,17
Ogden Ave & Merriam Ave,40.839142,-73.925961,15,4,19
College Ave & E 170 St,40.837576,-73.910489,0,22,22
Clay Ave & E 173 St,40.843264,-73.904867,4,12,16
E 39 St & Lexington Ave,40.749498546025194,-73.97729203113158,38,25,63
28 Ave & 44 St,40.76408932350688,-73.91065120697021,9,7,16
Southern Blvd & Avenue St. John,40.812769,-73.901583,10,7,17
Beck St & Leggett Ave,40.815077,-73.899939,18,0,18
Jerome Ave & Ogden Ave,40.829797,-73.931015,15,4,19
Longwood Ave & Southern Blvd,40.816343,-73.896447,16,4,20
Westchester Ave & Longwood Ave,40.819701,-73.901311,4,16,20
Southern Blvd & Tiffany St,40.818185,-73.894143,17,1,18
Greenwich St & Hubert St,40.721319,-74.010065,0,35,35
E 163 St & Tiffany St,40.821075,-73.895069,11,6,17
River Ave & E 153 St,40.82441,-73.92818,10,16,26
Hicks St & Montague St,40.69512845,-73.99595065,11,7,18
Concourse Village West & E 156 St,40.823162,-73.923267,16,3,19
Intervale Ave & Westchester Ave,40.821967,-73.896752,19,4,23
Faile St & Garrison Ave,40.820578,-73.888271,16,3,19
Grand Concourse & East Mount Eden Ave,40.84301,-73.91172,8,9,17
E 169 St & Fox St,40.827184,-73.893721,8,10,18
Tinton Ave & E 165 St,40.824796,-73.90242,11,7,18
Southern Blvd & E 172 St,40.834124,-73.88955,16,2,18
W 181 St & Riverside Dr,40.85168,-73.94186,12,7,19
Park Ave & St Edwards St,40.69608941,-73.97803415,52,1,53
Anderson Ave & W 164 St,40.832057,-73.927421,2,16,18
Concourse Village East & E 158 St,40.823732,-73.919379,14,16,30
McGuinness Blvd & Eagle St,40.73555,-73.95284,24,16,40
River Ave & McClellan St,40.83406,-73.92243,17,2,19
Fulton Ave & St. Paul's Pl,40.83545,-73.90153,1,18,19
3 Ave & Franklin Ave,40.82696,-73.907451,12,6,18
Hamilton Pl & W 140 St,40.822756,-73.951346,6,15,21
3 Ave & E 170 St,40.834857,-73.903743,21,0,21
W 20 St & 10 Ave,40.745686,-74.005141,29,18,47
Fulton Ave & E 168 St,40.830471,-73.904556,13,8,21
E 157 St & River Ave,40.825737,-73.927311,12,6,18
Wolcott St & Dwight St,40.6753274,-74.0100698,18,3,21
N 12 St & Bedford Ave,40.72079821,-73.95484712,37,8,45
Carroll St & Smith St,40.680611,-73.99475825,31,7,38
Morris Ave & E 171 St,40.83899,-73.9109,14,6,20
Graham Ave & Conselyea St,40.715143,-73.944507,12,16,28
Clay Ave & Claremont Pkwy,40.83999,-73.90549,13,6,19
Grand St & Havemeyer St,40.71286844,-73.95698119,20,9,29
Dawson St & Intervale Ave,40.819999,-73.897263,9,8,17
3 Ave & E 174 St,40.84224,-73.8985,15,20,35
3 Ave & E 172 St,40.839586,-73.900277,4,14,18
Intervale Ave & Kelly St,40.827301,-73.896372,18,1,19
12 St & 4 Ave,40.668603,-73.9904394,16,8,24
Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629,16,12,28
E 167 St & Franklin Ave,40.82895,-73.90521,4,16,20
E 163 St & Union Ave,40.822545,-73.901824,5,19,24
Plaza Dr & W 170 St,40.840484,-73.917946,25,5,30
E 25 St & 2 Ave,40.73912601,-73.97973776,17,55,72
E 171 St & Webster Ave,40.838379,-73.905838,15,5,20
Walton Ave & E 171 St,40.840683,-73.915073,0,18,18
9 St & 44 Rd,40.74966,-73.9521,27,5,32
Sherman Ave & E 166 St,40.83130549267296,-73.91744792461395,2,15,17
Jerome Ave & E 164 St,40.831444,-73.926226,19,0,19
Wards Meadow Comfort Station,40.78294,-73.93077,11,5,16
Icahn Stadium,40.79346,-73.92389,13,4,17
Bronx Shore Comfort Station,40.80046,-73.92404,16,9,25
Sunken Meadow Comfort Station,40.79558,-73.91906,14,10,24
E 153 St & E 157 St,40.826677,-73.929327,7,9,16
Boston Rd & E 167 St,40.828199,-73.903719,15,6,21
E 165 St & Clay Ave,40.82809,-73.91288,18,2,20
Onderdonk Ave & Gates Ave,40.70413,-73.90737,7,10,17
Wilkins Ave & Crotona Park E,40.835302,-73.895133,7,11,18
E 149 St & Park Ave,40.818154,-73.925294,23,1,24
Grand Concourse & E 166 St,40.83196,-73.91956,1,23,24
Prospect Ave & Jennings St,40.831762,-73.896853,18,1,19
Louis Nine Blvd & Intervale Ave,40.831998,-73.892686,15,1,16
E 20 St & 2 Ave,40.73587678,-73.98205027,61,23,84
W 18 St & 6 Ave,40.73971301,-73.99456405,36,33,69
Harman St & Seneca Ave,40.70577,-73.91292,9,7,16
E 161 St & Park Ave,40.824811,-73.916407,3,17,20
University Ave & W 168 St,40.838706,-73.927034,11,7,18
E 170 St & Clay Ave,40.837213,-73.908345,5,20,25
Webster Ave & E 166 St,40.828975,-73.911259,16,2,18
Hunts Point Ave & Bryant Ave,40.813991,-73.8855,10,9,19
Clinton St & Tillary St,40.696232971293156,-73.99142056703568,12,19,31
Franklin Ave & E 169 St,40.83171,-73.90208,9,8,17
Boston Rd & Prospect Ave,40.833246,-73.896599,16,1,17
3 Ave & E 163 St,40.823872,-73.908699,20,5,25
Barry St & Tiffany St,40.816126,-73.891559,17,2,19
Lexington Ave & E 36 St,40.747573958954796,-73.9788007736206,15,5,20
River Ave & E 151 St,40.822217,-73.928939,6,20,26
Washington Ave & E 163 St,40.824,-73.91089,19,1,20
Prospect Ave & E 167 St,40.826303,-73.898751,11,6,17
E 165 St & Fox St,40.82394,-73.894025,8,18,26
Waterloo Pl & Crotona Park East,40.839194,-73.888587,14,1,15
Crotona Park East & E 173 St,40.837037,-73.890413,4,14,18
Boone Ave & E 172 St,40.832649,-73.885272,16,3,19
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,0,0,0
Washington Ave & E 174 St,40.843079,-73.900216,9,10,19
Carroll St & Columbia St,40.6830456,-74.00348559,34,5,39
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,31,1,32
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,20,6,26
Charlotte St & Boston Rd,40.8358771,-73.8931428,13,5,18
Southern Blvd & E 175 St,40.839335,-73.886445,6,7,13
Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,13,6,19
W 51 St & 6 Ave,40.7606597,-73.98042047,9,72,81
Sheridan Ave & E 172 St,40.840494,-73.911479,0,22,22
Garrison Ave & Manida St,40.818743,-73.890247,22,7,29
E 11 St & 1 Ave,40.72953837,-73.98426726,49,6,55
E 170 St & Webster Ave,40.83617913677475,-73.90730146322765,21,3,24
E 11 St & Avenue B,40.72746420692392,-73.97950418293476,54,12,66
Riverside Dr & W 153 St,40.832164,-73.949702,13,7,20
E 174 St & Walton Ave,40.844811,-73.912042,14,13,27
Fulton Ave & E 172 St,40.839229,-73.899047,4,15,19
Southern Blvd & E 149 St,40.811892,-73.904192,9,18,27
