name,latitude,longitude,free_bikes,empty_slots,total_bikes
E 68 St & Madison Ave,40.7691572,-73.96703464,29,26,55
E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,1,35,36
E 63 St & 3 Ave,40.763954,-73.9646,32,22,54
Henry St & Bay St,40.6725058,-74.00494695,16,0,16
E 84 St & 1 Ave,40.77565541,-73.95068615,16,6,22
24 Ave & 26 St,40.774591,-73.918544,13,6,19
W 54 St & 11 Ave,40.768333,-73.992573,28,0,28
Westchester Ave & Southern Blvd,40.824956,-73.891677,12,6,18
Seneca Ave & Irvine St,40.81872569990116,-73.88862490653992,7,12,19
E 9 St & Avenue C,40.72521311,-73.97768752,28,18,46
Old Slip & South St,40.70336686695866,-74.007867872715,42,42,84
Lexington Ave & E 24 St,40.74025878,-73.98409214,9,67,76
Hudson St & W 13 St,40.74005708567285,-74.0052741765976,36,6,42
West Thames St,40.70834698,-74.01713445,38,30,68
E 6 St & Avenue B,40.72453734,-73.98185424,47,47,94
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,17,34,51
Spring St & Hudson St,40.72583996792375,-74.0076532959938,39,3,42
Thompson St & Bleecker St,40.72840059450829,-73.99968780577183,29,27,56
34th Ave & Vernon Blvd,40.76535380385866,-73.93986314535141,30,0,30
W 10 St & Washington St,40.73342399437081,-74.00851495563984,49,16,65
34 Ave & 31 St,40.759604471387945,-73.92714411020279,8,10,18
18 St & 27 Ave,40.772768286288304,-73.92743647098541,13,9,22
Washington St & Barrow St,40.73191132323174,-74.008769094944,20,30,50
8 St & Astoria Blvd,40.7725996921817,-73.93266275525093,6,12,18
E 54 St & 1 Ave,40.756265,-73.964179,20,14,34
Southern Blvd & E 174 St,40.836733,-73.887931,13,14,27
24 St & 38 Ave,40.756351,-73.936515,5,12,17
Home St & Westchester Ave,40.827629,-73.886659,7,14,21
Morris Ave & E 163 St,40.827230499624726,-73.91765579597632,15,5,20
35 St & 30 Ave,40.76547569244953,-73.91811579465866,9,20,29
Steinway St & Broadway,40.75905795418586,-73.91897544264793,6,20,26
Nelson Ave & 167 St,40.83670566862804,-73.92608866095543,4,17,21
Shore Blvd & Astoria Park,40.77977,-73.923162,13,20,33
E 44 St & Lexington Ave,40.752643,-73.974996,14,35,49
E 27 St & Park Ave S,40.74275179648995,-73.9847157150507,7,62,69
W 29 St & 9 Ave,40.7500727,-73.99839279,16,11,27
3 Ave & E 169 St,40.832678,-73.905158,10,10,20
34 St & 38 Ave,40.752443,-73.929737,14,0,14
43 St & 35 Ave,40.754139,-73.919543,5,20,25
38 St & Northern Blvd,40.752372,-73.925384,5,18,23
30 Ave & 41 St,40.763422,-73.914142,8,12,20
34 Ave & 45 St,40.754795,-73.917014,2,20,22
30 Ave & 47 St,40.761294,-73.909562,7,13,20
43 St & 37 Ave,40.750181,-73.919998,15,5,20
46 St & 25 Ave,40.765753,-73.90676,8,16,24
50 St & 30 Ave,40.760083,-73.907107,14,9,23
34 Ave & 48 St,40.75388,-73.914952,7,16,23
25 Ave & 41 St,40.767666,-73.910963,7,16,23
48 St & Broadway,40.755763,-73.912715,8,22,30
Bulova Ave & Brooklyn Queens Expressway W,40.762507,-73.902534,3,14,17
Broadway & 49 St,40.755389,-73.911517,7,17,24
50 St & Northern Blvd,40.753441,-73.912402,11,11,22
31 Ave & 57 St,40.757357,-73.904726,16,7,23
Broadway & 51 St,40.754164,-73.908906,13,14,27
43 St & 23 Ave,40.769673,-73.906018,4,15,19
W 95 St & Broadway,40.7937704,-73.971888,7,23,30
62 St & Northern Blvd,40.754176,-73.900318,24,1,25
E 12 St & Ave C,40.727243,-73.976831,26,15,41
57 St & 1 Ave,40.646377,-74.023087,27,0,27
Steinway St & Ditmars Blvd,40.772717,-73.906127,5,16,21
58 St & 2 Ave,40.644512,-74.021506,34,0,34
36 St & Ditmars Blvd,40.774306,-73.908335,8,16,24
Ditmars Blvd & 43 St,40.771203,-73.903865,12,14,26
Steinway St & 21 Ave,40.774798,-73.903787,15,5,20
31 St & 21 Ave,40.77813,-73.90842,5,21,26
21 Ave & Shore Blvd,40.783956,-73.916894,13,6,19
21 Ave & Crescent St,40.780478,-73.912212,18,6,24
Hazen St & 20 Ave,40.772092,-73.895166,20,3,23
Steinway St & 19 Ave,40.778089,-73.899558,17,4,21
Ditmars Blvd & 79 St,40.768728,-73.890745,18,7,25
76 St & 21 Ave,40.77028,-73.893675,18,2,20
8 Ave & W 27 St,40.747968,-73.996637,12,16,28
E 14 St & Avenue B,40.72938685,-73.97772429,19,22,41
E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,31,21,52
20 Ave & 38 St,40.777112,-73.902382,21,6,27
20 Ave & 48 St,40.772899,-73.896849,23,0,23
Windsor Pl & 8 Ave,40.660906,-73.983074,12,7,19
38 St & 30 Ave,40.764174520197685,-73.91583994030952,8,17,25
16th St & 4th Ave,40.666197,-73.992466,29,0,29
17 St & 5 Ave,40.663493,-73.991007,13,12,25
6 Ave & 21 St,40.66016,-73.990974,7,19,26
21 St & 4 Ave,40.662584,-73.995554,20,0,20
Prospect Park W & 20 St,40.656633,-73.983864,14,11,25
23 St & 3 Ave,40.662611,-73.998623,22,1,23
30 St & 4 Ave,40.657743,-74.001141,18,1,19
11 Ave & Prospect Ave,40.65629,-73.977335,10,9,19
34 St & 4 Ave,40.655278,-74.003101,16,7,23
2 Av & 37 St,40.656326,-74.009627,29,0,29
3 Ave & 17 St,40.666168,-73.995549,17,3,20
29 St & 5 Ave,40.656986,-73.998194,18,1,19
34 St & 5 Ave,40.654098,-74.001131,11,3,14
5 Ave & 37 St,40.652657,-74.002356,8,21,29
2 Ave & E 29 St,40.741723510974715,-73.97809267044067,26,29,55
2 Ave & 32 St,40.659176,-74.006584,26,1,27
Albany St & Greenwich St,40.709267,-74.013247,24,15,39
41 St & 3 Ave,40.652512,-74.008906,17,2,19
41 St & 4 Ave,40.651354,-74.007168,18,4,22
5 Ave & 41 St,40.649983,-74.005144,20,7,27
7 Ave & 20 St,40.659053,-73.98854,18,2,20
Forsyth St & Grand St,40.71779817737835,-73.99316132068634,36,22,58
24 St & 5 Ave,40.659555,-73.995068,14,4,18
7 Ave & 22 St,40.658029,-73.989605,8,17,25
W 31 St & 7 Ave,40.749156,-73.9916,52,12,64
48 St & 2 Ave,40.650176,-74.015606,7,12,19
46 St & 6 Ave,40.645921,-74.005708,14,7,21
44 St & 6 Ave,40.647105,-74.004483,12,9,21
Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673,13,8,21
Greenwood Ave & E 4 St,40.650739,-73.977739,6,14,20
Clinton St & Cherry St,40.711471394469264,-73.98672603070736,29,3,32
46 St & 7 Ave,40.644743,-74.003754,11,10,21
55 St & 5 Ave,40.642408,-74.013318,3,24,27
52 St & 1 Ave,40.649292,-74.020105,20,0,20
53 St & 5 Ave,40.643371,-74.011884,11,18,29
52 St & 6 Ave,40.642703,-74.009441,7,12,19
53 St & 4 Ave,40.644862,-74.014531,22,2,24
59 St & 4 Ave,40.641269,-74.017651,1,31,32
Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,17,1,18
64 St & 3 Ave,40.639978,-74.02324,31,3,34
6 Ave & 60 St,40.638196,-74.013821,6,16,22
36 St & 4 Ave,40.654144,-74.00422,23,3,26
7 Ave & 40 St,40.648169,-74.000057,8,14,22
44 St & 3 Ave,40.651173,-74.011405,22,0,22
Prospect Park SW & 10 Ave,40.659945,-73.977504,22,4,26
Windsor Pl & Howard Pl,40.659490558938955,-73.98013919591904,3,19,22
36 St & 3 Ave,40.655716,-74.006664,23,3,26
57 St & 4 Ave,40.642622,-74.016866,3,19,22
55 St & 7 Ave,40.639673,-74.008957,4,20,24
Dahill Rd & 12 Ave,40.646037,-73.980963,14,8,22
Prospect Park SW & Greenwood Ave,40.652563,-73.972573,25,1,26
E 8 St & Caton Ave,40.648055,-73.972432,18,12,30
Caton Ave & E 10 St,40.648481,-73.97058,27,0,27
Albemarle Rd & McDonald Ave,40.645074,-73.979681,13,6,19
E 3 St & Church Ave,40.643817,-73.977433,12,9,21
Caton Ave & E 7 St,40.647718,-73.973663,18,2,20
Lenox Ave & W 140 St,40.817245,-73.938787,19,1,20
4 Ave & Shore Road Dr,40.637033,-74.022141,15,0,15
Greenwich St & Perry St,40.73498,-74.00697,39,6,45
Parade Pl & Crooke Ave,40.651847,-73.965248,27,1,28
6 Ave & 55 St,40.640831,-74.010996,13,6,19
7 Ave & 41 St,40.647379,-74.000911,18,6,24
65 St & 2 Ave,40.640493,-74.02564,9,12,21
Church Ave & Story St,40.642031,-73.981073,16,6,22
12 Ave & 36 St,40.643546,-73.986418,14,5,19
Chester Ave & 12 Ave,40.644367,-73.984276,19,1,20
5 Ave & 66 St,40.635679,-74.020005,7,13,20
3 Ave & Wakeman Pl,40.638246,-74.024714,24,2,26
47 St & 3 Ave,40.649143,-74.012384,22,1,23
Church Ave & McDonald Ave,40.642809,-73.979239,12,17,29
67 St & Erik Pl,40.633385,-74.016562,10,10,20
48 St & 5 Ave,40.646351,-74.009271,22,5,27
63 St & 5 Ave,40.63766,-74.01782,13,9,22
Wyckoff Ave & Gates Ave,40.699871408829885,-73.91171872615814,1,35,36
Park Cir & East Dr,40.651566,-73.972212,26,3,29
Broadway & W 192 St,40.857994,-73.932173,17,6,23
Nagle Ave & Thayer St,40.861382,-73.925591,30,3,33
Broadway & W 185 St,40.852538,-73.93441,18,1,19
10 Ave & W 14 St,40.741981599940225,-74.00831580162048,42,11,53
Ft. Washington Ave & W 190 St,40.856906,-73.935662,1,17,18
W 190 St & Broadway,40.85648733523576,-73.93296986818314,6,13,19
India St Pier,40.731734785883454,-73.9612390102593,51,2,53
Broadway & Ellwood St,40.862058,-73.929719,19,0,19
Nagle Ave & Ellwood St,40.86012,-73.928489,19,2,21
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,7,31,38
Seaman Ave & Beak St,40.867505,-73.926363,21,0,21
Dyckman St & Staff St,40.868846,-73.931537,14,4,18
W 204 St & Nagle Ave,40.863211,-73.920827,8,11,19
10 Ave & W 204 St,40.862638,-73.92006,7,12,19
Dyckman St & Henshaw St,40.867357,-73.92936,11,8,19
Warren St & W Broadway,40.71473993,-74.00910627,4,67,71
Isham St & Broadway,40.86788,-73.919685,25,4,29
10 Ave & W 207 St,40.864632,-73.918598,35,2,37
1 Ave & E 6 St,40.72633085971696,-73.98616880178452,71,19,90
W 204 St & Vermilyea Ave,40.866141,-73.922648,19,2,21
Bergen St & 4 Ave,40.68256425759694,-73.9798977971077,23,10,33
10 Ave & W 202 St,40.861281970750994,-73.921417593956,18,4,22
Leonard St & Church St,40.717571,-74.005549,11,43,54
E 9 St & 5 Ave,40.73275887045087,-73.99581670761108,37,22,59
Margaret Corbin Plz & Ft Washington Ave,40.859166,-73.933872,8,15,23
Grand St & Samuel Dickstein Plaza,40.715118719964956,-73.98417055606842,56,18,74
10 Ave & W 215 St,40.86932465640094,-73.91519755125046,21,0,21
W 218 St & Indian Rd,40.873054589370895,-73.91837194561958,18,3,21
1 St & 6 Ave,40.672784,-73.979826,24,9,33
E 171 St & 3 Ave,40.837119,-73.902185,18,4,22
Bay St & Court St,40.671409,-74.001328,24,2,26
Prospect Park SW & 16 St,40.657265,-73.974165,28,4,32
Congress St & Hicks St,40.6893952,-73.9995126,29,5,34
Warren St & Smith St,40.685424009970184,-73.99127773940563,17,14,31
59 St & 5 Ave,40.640125,-74.015726,15,15,30
Prospect Park SW & Vanderbilt St,40.65482,-73.973217,31,5,36
Broadway & W 168 St,40.84089603193041,-73.93972098827362,10,20,30
Sherman Ave & Thayer St,40.863124,-73.926994,11,10,21
Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608,20,2,22
Hart St & Wyckoff Ave,40.704876,-73.919911,21,3,24
9 Ave & W 219 St,40.871094,-73.911503,17,2,19
Broadway & W 220 St,40.872412,-73.912807,17,1,18
W 218 St & Broadway,40.87139,-73.914318,12,14,26
4 Ave & 3 St,40.673746,-73.985649,34,3,37
Dyckman St & 10 Ave,40.85890447538412,-73.9230939745903,17,0,17
St Marks Pl & 4 Ave,40.68177810928762,-73.97988975048065,24,2,26
Featherbed Ln & Nelson Ave,40.846011,-73.919637,7,15,22
45 St & 4 Ave,40.649145,-74.009486,18,5,23
Anthony Ave & E 175 St,40.846465,-73.903869,9,10,19
4 Ave & 26 St,40.660079,-73.998633,10,14,24
Jerome Ave & W 177 St,40.850121,-73.910765,27,0,27
Soissons Landing,40.69231660719192,-74.01486575603485,15,12,27
Yankee Ferry Terminal,40.68706579875912,-74.01675585121666,20,18,38
Picnic Point,40.68512559515415,-74.02535319328308,23,20,43
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,35,10,45
Anthony Ave & E Tremont Ave,40.848793,-73.903178,5,8,13
E Tremont Ave & Jerome Ave,40.851747,-73.908964,9,9,18
South Waterfront Walkway - Sinatra Dr & 1 St,40.73698221818716,-74.02778059244156,7,23,30
11 St & Washington St,40.74998490907138,-74.02715027332306,11,9,20
President St & 4 Ave,40.676757,-73.983262,7,24,31
Mama Johnson Field - 4 St & Jackson St,40.74313993965626,-74.04004096984863,13,6,19
Ave D & E 8 St,40.72368361,-73.97574813,21,9,30
W Burnside Ave & University Ave,40.853686,-73.912498,13,10,23
W Tremont Ave & Montgomery Ave,40.851788,-73.916418,2,18,20
Davidson Ave & W Burnside Ave,40.853646,-73.908731,27,2,29
E Tremont Ave & E 176 St,40.847798,-73.901883,18,3,21
Madison St & 1 St,40.73879,-74.0393,21,0,21
Church Sq Park - 5 St & Park Ave,40.74265933273143,-74.03223305940628,3,17,20
Bloomfield St & 15 St,40.75453,-74.02658,3,9,12
19 St & 8 Ave,40.658489,-73.985543,16,6,22
Sedgwick Ave & W Burnside Ave,40.854947,-73.916661,8,7,15
E 20 St & Park Ave,40.73827428,-73.98751968,10,30,40
Lexington Ave & Classon Ave,40.68676793,-73.95928168,7,9,16
Walton Ave & E 183 St,40.858472,-73.90266,17,11,28
Academy St & Nagle Ave,40.862562,-73.922661,19,1,20
Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,15,3,18
Cedar Ave & W Fordham Rd,40.86156,-73.91219,4,20,24
Jerome Ave & E 181 St,40.855653,-73.905528,15,4,19
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,30,49,79
6 St & Grand St,40.744397833095604,-74.03450086712837,14,3,17
Madison St & 10 St,40.74994325412246,-74.03586477041245,16,4,20
Grand St & 14 St,40.75409,-74.0316,13,5,18
W Tremont Ave & Grand Ave,40.850036,-73.912785,7,13,20
University Ave & Brandt Pl,40.848354,-73.918389,5,16,21
Andrews Ave S & W 179 St,40.855156,-73.91278,6,12,18
Webster Ave & Ford St,40.85556,-73.89615,17,0,17
E 188 St & Creston Ave,40.861669,-73.898589,7,24,31
Henry St & Remsen St,40.69400964865994,-73.99465128779411,18,5,23
Bridge St & Water St,40.702969341552716,-73.98469090461731,31,14,45
Jerome Ave & W 193 St,40.86659,-73.89794,5,9,14
Grand Ave & W Fordham Rd,40.86288,-73.90316,5,16,21
E 11 St & 3 Ave,40.73127,-73.98849,29,47,76
Clinton St & 7 St,40.74542,-74.03332,5,11,16
4 St & Grand St,40.7422579775645,-74.03511106967926,7,11,18
9 St HBLR - Jackson St & 8 St,40.74790720968899,-74.03841152787209,2,13,15
7 St & Monroe St,40.74641264837719,-74.03797701001167,9,13,22
Morris Ave & E 184 St,40.86008,-73.90079,4,17,21
Andrew Ave N & Hall of Fame Tce,40.85834,-73.91008,3,15,18
E Burnside Ave & Ryer Ave,40.850535,-73.901318,19,0,19
Valentine Ave & E 183 St,40.856987,-73.898237,1,20,21
Bainbridge Ave & E 193 St,40.86389,-73.89246,19,8,27
Grand Concourse & E 197 St,40.86945,-73.89148,4,17,21
Goulden Ave & Bedford Park Blvd W,40.87387,-73.89533,5,13,18
Grand Concourse & E 199 St,40.87142,-73.88839,5,14,19
Bedford Park Blvd & Paul Ave,40.87444,-73.89186,5,15,20
Goulden Ave & W 197 St,40.87156,-73.89714,15,0,15
Ocean Pkwy & Church Ave,40.644718957635746,-73.97451460361481,16,9,25
Lewis Ave & Madison St,40.686312,-73.935775,13,7,20
Grand Concourse & E 203 St,40.87382,-73.88661,7,18,25
Grand Concourse & E 192 St,40.86448,-73.89522,2,16,18
Marion Ave & Mosholu Pkwy,40.8704956,-73.8818756582,10,10,20
Dock St & Front St,40.702709,-73.99253,5,21,26
Nassau St & Duffield St,40.698477,-73.98384,53,0,53
Myrtle Ave & Fleet Pl,40.693534,-73.981909,36,9,45
University Ave & W Burnside Ave,40.85501,-73.910751,4,20,24
Morris Ave & E Burnside Ave,40.85322,-73.90546,10,10,20
Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,8,15,23
Amsterdam Ave & W 186 St,40.851113,-73.928808,15,6,21
E Fordham Rd & Webster Ave,40.861748,-73.89105,25,6,31
Decatur Ave & E 197 St,40.86557,-73.88807,15,4,19
W Fordham Rd & Loring Pl N,40.86295,-73.90741,8,17,25
Jerome Ave & W 184 St,40.860814,-73.902541,4,16,20
Bailey Ave & Sedgwick Ave,40.86571,-73.90857,8,9,17
Bainbridge Ave & E 196 St,40.86648,-73.89042,4,15,19
Grand Concourse & E 196 St,40.86767,-73.89286,5,20,25
Creston Ave & E 181 St,40.8549,-73.90281,5,18,23
Botanical Sq & Webster Ave,40.86814,-73.88145,26,3,29
Decatur Ave & Bedford Park Blvd,40.86813,-73.88412,14,1,15
Goulden Ave & W 205 St,40.87812,-73.89192,16,3,19
Bainbridge Ave & Bedford Park Blvd,40.87002,-73.88565,17,2,19
E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88366,1,19,20
Jerome Ave & E Mosholu Parkway S,40.87935,-73.88534,10,12,22
Paul Ave & W 205 St,40.87704,-73.88943,2,14,16
Grand Concourse & E Mosholu Pkwy S,40.877964,-73.8847550291,3,17,20
McDonald Ave & Vanderbilt St,40.651654,-73.981231,18,1,19
W Mosholu Pkwy S & Sedgwick Ave,40.88226,-73.88702,17,16,33
Spruce St & Gold St,40.7103231,-74.0043228,35,20,55
Jerome Ave & W 195 St,40.86874,-73.89657,8,23,31
Tiebout Ave & E 184 St,40.858498,-73.89637,7,10,17
Adams St & Prospect St,40.700763083261506,-73.98869812488556,12,45,57
Bailey Ave & W 193 St,40.87069,-73.90678,20,3,23
Sands St & Jay St,40.700119,-73.9862,13,33,46
Paul Ave & Mosholu Pkwy,40.8802945,-73.8860653648,7,11,18
Grand Concourse & E 205 St,40.875531,-73.8863864831,3,13,16
Jerome Ave & Bedford Park Blvd E,40.87307,-73.88971,19,3,22
Frederick Douglass Blvd & W 139 St,40.81900581806558,-73.94476890563965,22,0,22
Broadway & W 142 St,40.824686,-73.951947,12,11,23
Bergen Ave & Stegman St,40.70657545063453,-74.0867006778717,13,6,19
5 Ave & W 126 St,40.80722,-73.9418,17,8,25
Bridge St & York St,40.70133448066992,-73.98471236228943,28,24,52
Webb Ave & W 190 St,40.8660052,-73.904254892,3,17,20
Aqueduct Ave & North St,40.8604787,-73.9057169936,10,6,16
6 Ave & Broome St,40.72431,-74.00473,19,43,62
E Mosholu Pkwy & E 204 St,40.8740704,-73.8833650931,18,0,18
E 91 St & 2 Ave,40.781152764279156,-73.94963040947914,60,13,73
Central Park W & W 103 St,40.79558954105342,-73.96188408136368,15,25,40
Fulton St & William St,40.70960089363537,-74.00655090808868,11,29,40
Montague St & Clinton St,40.6942715,-73.9923272,9,19,28
E 88 St & 1 Ave,40.778301,-73.9488134,31,3,34
Congress St & Clinton St,40.68825516598005,-73.99545192718506,31,12,43
Bushwick Ave & Powers St,40.71247661,-73.94100005,23,8,31
Grand Concourse & E 161 St,40.82713380423556,-73.9227358996868,25,0,25
E 59 St & Madison Ave,40.76350532,-73.97109243,18,31,49
Sterling St & Bedford Ave,40.6627059,-73.9569115,16,3,19
Willow Ave & 12 St,40.7518674823282,-74.03037697076797,11,2,13
Sedgwick Ave & Hall of Fame Tce,40.859532,-73.913303,3,16,19
Macombs Rd & Featherbed Ln,40.84552,-73.91722,14,1,15
62 St & 4 Ave,40.639859,-74.019776,15,2,17
Jerome Ave & E 198 St,40.87144520687118,-73.89289632439613,12,7,19
Grant Ave & MLK Dr,40.70919832245443,-74.08084273338318,12,3,15
Creston Ave & E 178 St,40.850885,-73.906469,9,18,27
Loring Pl North & W 183 St,40.8604244,-73.9093359997,5,13,18
Green St & McGuinness Blvd,40.73396,-73.95204,17,2,19
W 192 St & University Ave,40.866899,-73.901942,6,12,18
Decatur Ave & Oliver Pl,40.867,-73.8857764,18,2,20
Bainbridge Ave & E 198 St,40.8684871,-73.8884559781,15,8,23
Broadway & W 56 St,40.7652654,-73.98192338,47,64,111
E 201 St & Briggs Ave,40.87207,-73.88459,18,1,19
Rogers Ave & Sterling St,40.6630619,-73.9538746,17,0,17
Broadway & W 38 St,40.7529728216068,-73.98734897375107,6,58,64
Broadway & E 21 St,40.739888408589955,-73.98958593606949,5,46,51
E 5 St & Avenue C,40.72299208,-73.97995466,37,18,55
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,4,66,70
Longfellow Ave & E 165 St,40.825322,-73.887729,0,20,20
20 Ave & 21 St,40.784003,-73.912297,9,10,19
20 Ave & Shore Blvd,40.785994,-73.915098,15,3,18
Richardson St & N Henry St,40.71907891179564,-73.94223690032959,18,7,25
12 St & Sinatra Dr N,40.750604142368964,-74.02402013540268,24,3,27
W 168th S & Fort Washington Ave,40.84210236102173,-73.9422395825386,32,15,47
Mt Morris Park W & W 120 St,40.804038,-73.945925,17,10,27
W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,19,2,21
E 103 St & Lexington Ave,40.7903051,-73.94755757,27,6,33
Division Ave & Hooper St,40.70684203101325,-73.9544353965357,26,33,59
Sullivan St & Washington Sq,40.73047747,-73.99906065,26,13,39
Vesey St & Church St,40.71221958009051,-74.01047229766846,15,27,42
W 225 St & Exterior St,40.873265,-73.906646,7,12,19
Broadway & W 53 St,40.76344058,-73.98268129,23,60,83
Fulton St & Clermont Ave,40.68415748,-73.96922273,24,48,72
5 Ave & E 87 St,40.78232260730881,-73.95987510681152,17,21,38
49 St & 31 Ave,40.758057,-73.909831,4,14,18
49 St & 25 Ave,40.764496,-73.904632,17,8,25
31 Ave & 61 St,40.757525,-73.901614,19,1,20
Courtlandt Ave & E 149 St,40.816402,-73.919549,5,16,21
Macombs Rd & W 175 St,40.848177,-73.916082,9,10,19
20 Ave & 42 St,40.775415,-73.900063,19,0,19
Flatbush Ave & Ocean Ave,40.663657,-73.963014,20,18,38
Water St & Gouverneur Ln,40.70469667894968,-74.00803416967392,21,15,36
53 St & 2 Ave,40.64744,-74.018846,27,3,30
Nelson Ave & W 172 St,40.843965,-73.920999,5,11,16
W 22 St & 10 Ave,40.74691959,-74.00451887,42,25,67
W 37 St & 5 Ave,40.75038009,-73.98338988,8,52,60
E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,15,31,46
W 44 St & 5 Ave,40.75500254,-73.98014437,22,45,67
Ryer Ave & E 182 St,40.8558,-73.89956,2,22,24
Plaza St West & Flatbush Ave,40.6750207,-73.97111473,9,22,31
Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,11,12,23
City Hall - Washington St & 1 St,40.73736,-74.03097,12,8,20
Clinton St & Newark St,40.73743,-74.03571,5,8,13
W 176 St & Montgomery Ave,40.849629,-73.919205,2,11,13
Popham Ave & W 174 St,40.847746,-73.922079,6,11,17
Coffey St & Ferris St,40.67818387977647,-74.0170168876648,20,2,22
Prospect Ave & Greenwood Ave,40.651745,-73.975988,13,10,23
1 Pl & Clinton St,40.6809591,-73.99905709,25,9,34
E 41 St & Madison Ave (SE corner),40.752049,-73.979635,28,54,82
Broadway & W 58 St,40.76695317,-73.98169333,55,13,68
W 37 St & 10 Ave,40.75660359,-73.9979009,16,20,36
W 36 St & 9 Ave,40.75462324029105,-73.99516761302948,7,31,38
Washington St & Gansevoort St,40.739323,-74.008119,41,5,46
58 St & Pier 4,40.646475,-74.026081,15,15,30
Adams St & 2 St,40.73981372311843,-74.03690412640572,9,5,14
45 Ave & 21 St,40.74737075646803,-73.94777297973631,6,14,20
51 St & Hobart St,40.75767234025041,-73.90769943594933,7,16,23
Grand Ave & W 181 St,40.856302,-73.907302,8,9,17
Marshall St & 2 St,40.740802,-74.042521,3,14,17
Broadway & W 61 St,40.77003010255044,-73.9819684624672,13,37,50
E 55 St & 2 Ave,40.75797322,-73.96603308,9,19,28
14 St & 7 Ave,40.663779,-73.98396846,7,16,23
Railroad Ave & Kay Ave,40.70514807698391,-73.97078096866608,25,5,30
5 St & Market St,40.699997484388504,-73.97440128028393,15,23,38
University Pl & E 8 St,40.73143724085228,-73.99490341544151,50,24,74
Suffolk St & Stanton St,40.72066442,-73.98517977,14,58,72
King St & Varick St,40.72789701409023,-74.00536268949507,25,10,35
9 Ave & W 45 St,40.76019252,-73.9912551,16,14,30
9 Ave & W 18 St,40.74317449,-74.00366443,44,39,83
MacDougal St & Prince St,40.72710258,-74.00297088,47,3,50
E 133 St & Cypress Pl,40.80262,-73.9174,14,2,16
Van Buren St & Broadway,40.692,-73.92617,8,13,21
23 Rd & 31 St,40.77336750284339,-73.91382560133934,5,16,21
Avenue D & E 12 St,40.72580614,-73.97422494,28,11,39
Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,53,13,66
Great Jones St,40.72743423,-73.99379025,4,9,13
E 170 St & Sheridan Ave,40.838315,-73.912604,3,26,29
1 Ave & E 39 St,40.74714,-73.97113,26,22,48
Maiden Ln & Pearl St,40.70706456,-74.00731853,28,0,28
8 Ave & W 52 St,40.76370739,-73.9851615,17,13,30
Duane St & Hudson St,40.71703,-74.00925,12,30,42
W 48 St &  Rockefeller Plaza,40.75776935448309,-73.97929430007935,6,13,19
Washington Square E,40.73049393,-73.9957214,3,61,64
Sterling Pl & 5 Ave,40.678970070475735,-73.97855266928671,26,1,27
W 42 St & 8 Ave,40.7575699,-73.99098507,36,2,38
W 47 St & 6 Ave,40.758397,-73.98255,3,59,62
Broadway & W 41 St,40.75513557,-73.98658032,1,53,54
E 5 St & Ave A,40.72479007746337,-73.98430064320564,30,18,48
E 167 St & Clay Ave,40.83094,-73.91125,26,4,30
W 12 St & Hudson St,40.73752993301071,-74.00558933615685,31,11,42
Ogden Ave & W 164 St,40.832812,-73.929372,2,17,19
Broadway & Morris St,40.705945132708806,-74.01321887969969,18,46,64
W 34 St & Hudson Blvd E,40.75516719072139,-74.00059908628464,8,43,51
West Broadway & Watts St,40.72323,-74.00314,21,14,35
Greene St & Prince St,40.72511734422387,-73.99930492043495,31,7,38
Washington St & Laight St,40.72231,-74.0106,29,14,43
Fairmount Ave,40.72572613742557,-74.07195925712585,12,4,16
Stevens - River Ter & 6 St,40.74313282710551,-74.02698867022991,10,5,15
South St & Pike St,40.70991806921533,-73.99161100387573,31,2,33
E 10 St & 2 Ave,40.72970805644994,-73.9865979552269,31,5,36
7 Ave S & Bleecker St,40.73213896287381,-74.00363802909851,70,11,81
6 Ave & Walker St,40.7197920901383,-74.0052238852195,3,36,39
W 56 St & 6 Ave,40.76340613,-73.97722479,9,44,53
Rutgers St & Henry St,40.71332151208186,-73.99009689688683,36,4,40
Water St &  Fletcher St,40.706410755236135,-74.00559738278389,78,0,78
Hoe Ave & Jennings St,40.832171,-73.889686,6,13,19
Grand Concourse & E 144 St,40.816576,-73.927987,17,6,23
E 26 St & 3 Ave,40.74069317733043,-73.98160636425018,11,22,33
E 22 St & 2 Ave,40.73716919369882,-73.98122549057007,7,24,31
31 St & Ditmars Blvd,40.776168,-73.910485,2,22,24
