name,latitude,longitude,address,review_count,rating,categories,distance,url
Cafe Triskell,40.757186,-73.932719,"33-04 36th Ave, Astoria, NY 11106",480,4.5,French,431.1722832942924,https://www.yelp.com/biz/cafe-triskell-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sweet Brooklyn Bar And Grill,40.6803560840434,-73.9476791024208,"608 Nostrand Ave, Brooklyn, NY 11216",510,4.0,Gastropubs,339.05446498166265,https://www.yelp.com/biz/sweet-brooklyn-bar-and-grill-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Seven Restaurant,40.6803560840434,-73.9476791024208,"470 Nostrand Ave, Brooklyn, NY 11216",119,4.5,Breakfast & Brunch,341.12837084762725,https://www.yelp.com/biz/seven-restaurant-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
David's Brisket House and Deli,40.6803560840434,-73.9476791024208,"533 Nostrand Ave, Brooklyn, NY 11216",527,4.0,Delis,197.286348154126,https://www.yelp.com/biz/davids-brisket-house-and-deli-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Peaches HotHouse,40.6803560840434,-73.9476791024208,"415 Tompkins Ave, Brooklyn, NY 11216",1457,4.0,Southern,469.4896190814408,https://www.yelp.com/biz/peaches-hothouse-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Korean BTS Market,40.6803560840434,-73.9476791024208,"512 Nostrand Ave, Brooklyn, NY 11216",25,4.5,Korean,223.28874740064305,https://www.yelp.com/biz/korean-bts-market-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Barboncino Pizza & Bar,40.6803560840434,-73.9476791024208,"781 Franklin Ave, Brooklyn, NY 11238",1142,4.5,Pizza,1222.645803231565,https://www.yelp.com/biz/barboncino-pizza-and-bar-brooklyn-2?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Three Maples,40.6803560840434,-73.9476791024208,"1452 Fulton St, Brooklyn, NY 11216",42,5.0,Burgers,420.52922958482657,https://www.yelp.com/biz/three-maples-brooklyn-2?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Bunny,40.6803560840434,-73.9476791024208,"449 Nostrand Ave, Brooklyn, NY 11216",51,4.5,Turkish,263.21178517753935,https://www.yelp.com/biz/bunny-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Ras Plant Based,40.6803560840434,-73.9476791024208,"739 Franklin Ave, Brooklyn, NY 11238",349,5.0,Ethiopian,1088.3668362506703,https://www.yelp.com/biz/ras-plant-based-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
El Jeffe,40.6803560840434,-73.9476791024208,"1483 Fulton St, Brooklyn, NY 11216",321,4.5,New Mexican Cuisine,481.4782965172392,https://www.yelp.com/biz/el-jeffe-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Le Paris Dakar,40.6803560840434,-73.9476791024208,"518 Nostrand Ave, Brooklyn, NY 11216",205,4.5,Creperies,216.43035632588627,https://www.yelp.com/biz/le-paris-dakar-brooklyn-3?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
India House Restaurant,40.6803560840434,-73.9476791024208,"586 Nostrand Ave, Brooklyn, NY 11216",150,4.0,Indian,247.60203001324982,https://www.yelp.com/biz/india-house-restaurant-brooklyn-4?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Ali's Trinidad Roti Shop,40.6803560840434,-73.9476791024208,"1267 Fulton St, Brooklyn, NY 11216",332,4.0,Trinidadian,248.40652890886597,https://www.yelp.com/biz/alis-trinidad-roti-shop-brooklyn-2?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Chun Vegetarian,40.6803560840434,-73.9476791024208,"582 Nostrand Ave, Brooklyn, NY 11216",55,4.5,Vegetarian,250.86349902201724,https://www.yelp.com/biz/chun-vegetarian-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Lucky’s Cocktail Lounge,40.6803560840434,-73.9476791024208,"334 Marcus Garvey Blvd, Brooklyn, NY 11221",95,4.5,Cocktail Bars,961.2044387696875,https://www.yelp.com/biz/lucky-s-cocktail-lounge-brooklyn-2?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
La Ñapa,40.6803560840434,-73.9476791024208,"656 Nostrand Ave, Brooklyn, NY 11216",115,4.5,Tapas Bars,531.9528030908941,https://www.yelp.com/biz/la-%C3%B1apa-brooklyn-2?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
The Crabby Shack,40.6803560840434,-73.9476791024208,"613 Franklin Ave, Brooklyn, NY 11238",788,4.0,Seafood,736.7351039514083,https://www.yelp.com/biz/the-crabby-shack-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Cafe Rue Dix,40.6803560840434,-73.9476791024208,"1451 Bedford Ave, Brooklyn, NY 11216",438,4.0,French,875.0325843197938,https://www.yelp.com/biz/cafe-rue-dix-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Mayfield,40.6803560840434,-73.9476791024208,"688 Franklin Ave, Brooklyn, NY 11238",616,4.0,American (New),964.8766165135388,https://www.yelp.com/biz/mayfield-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Arden,40.6803560840434,-73.9476791024208,"788 Franklin Ave, Brooklyn, NY 11238",64,5.0,American (New),1288.2184535025365,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Psari Seafood Restaurant & Bar,40.7531106,-73.9279917,"32-10 36th Ave, Astoria, NY 11106",623,4.0,Seafood,322.2173959843917,https://www.yelp.com/biz/psari-seafood-restaurant-and-bar-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Astoria Seafood,40.7531106,-73.9279917,"37-10 33rd St, Long Island City, NY 11101",938,4.0,Seafood,185.39907220859706,https://www.yelp.com/biz/astoria-seafood-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Chela & Garnacha,40.7531106,-73.9279917,"33-09 36th Ave, Astoria, NY 11106",441,4.5,Mexican,306.34382648740427,https://www.yelp.com/biz/chela-and-garnacha-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sake Kawa,40.7531106,-73.9279917,"32-05 36th Ave, Astoria, NY 11106",246,4.5,Sushi Bars,351.7308160564059,https://www.yelp.com/biz/sake-kawa-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Vegoist,40.7531106,-73.9279917,"35-43 37th St, Long Island City, NY 11101",302,4.0,American (New),338.5144429002726,https://www.yelp.com/biz/vegoist-long-island-city-2?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Suzuki Shokudo,40.7531106,-73.9279917,"38-01 31st St, Long Island City, NY 11101",205,4.5,Sushi Bars,334.52991779007675,https://www.yelp.com/biz/suzuki-shokudo-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Tacuba,40.7531106,-73.9279917,"35-01 36th St, Astoria, NY 11106",758,4.0,Mexican,438.4160583570302,https://www.yelp.com/biz/tacuba-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Susuru,40.7531106,-73.9279917,"33-19 36th Ave, Astoria, NY 11106",175,4.5,Ramen,283.4484246908364,https://www.yelp.com/biz/susuru-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Pye Boat Noodle,40.7531106,-73.9279917,"35-13 Broadway, Astoria, NY 11106",1037,4.5,Thai,973.4265174755495,https://www.yelp.com/biz/pye-boat-noodle-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
District Saigon,40.7531106,-73.9279917,"37-15 Broadway, Astoria, NY 11103",765,4.5,Vietnamese,993.5558649678276,https://www.yelp.com/biz/district-saigon-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
El Mero Mero,40.7531106,-73.9279917,"35-57 38th St, Long Island City, NY 11101",135,4.5,Mexican,370.25586185666333,https://www.yelp.com/biz/el-mero-mero-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Cafe Triskell,40.7531106,-73.9279917,"33-04 36th Ave, Astoria, NY 11106",480,4.5,French,276.352202163377,https://www.yelp.com/biz/cafe-triskell-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Carla,40.7531106,-73.9279917,"25-03 40th Avenue, Long Island City, NY 11101",166,4.5,American (New),814.6159292434068,https://www.yelp.com/biz/carla-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Ruta Oaxaca Mexican Cuisine,40.7531106,-73.9279917,"30 E Main St, Patchogue, NY 11772",276,4.5,Mexican,973.8573109994853,https://www.yelp.com/biz/ruta-oaxaca-mexican-cuisine-astoria-3?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Cafe Ole,40.7531106,-73.9279917,"3809 36th Ave, Long Island City, NY 11101",144,4.0,Spanish,366.823348834473,https://www.yelp.com/biz/cafe-ole-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Pig Beach BBQ - Queens,40.7531106,-73.9279917,"35-37 36th St, Astoria, NY 11106",127,4.0,Barbeque,295.40990311511143,https://www.yelp.com/biz/pig-beach-bbq-queens-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Trestle,40.7531106,-73.9279917,"34-02 Broadway, Astoria, NY 11106",549,4.5,Cocktail Bars,936.0931471311951,https://www.yelp.com/biz/trestle-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Mad Donkey Beer Bar & Grill,40.7531106,-73.9279917,"3207 36th Ave, Astoria, NY 11106",375,4.0,Dive Bars,348.112600534738,https://www.yelp.com/biz/mad-donkey-beer-bar-and-grill-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
House of Thai,40.7531106,-73.9279917,"2501 40th Ave, Long Island City, NY 11101",355,4.0,Thai,824.3546665700683,https://www.yelp.com/biz/house-of-thai-long-island-city-4?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sami's Kabab House,40.7531106,-73.9279917,"35-57 Crescent St, Astoria, NY 11106",547,4.5,Afghan,724.7935516517489,https://www.yelp.com/biz/samis-kabab-house-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sami's Kabab House,40.7596276,-73.9321455,"35-57 Crescent St, Astoria, NY 11106",547,4.5,Afghan,150.27656691691791,https://www.yelp.com/biz/samis-kabab-house-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Pye Boat Noodle,40.7596276,-73.9321455,"35-13 Broadway, Astoria, NY 11106",1037,4.5,Thai,892.754052909333,https://www.yelp.com/biz/pye-boat-noodle-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Ruta Oaxaca Mexican Cuisine,40.7596276,-73.9321455,"30 E Main St, Patchogue, NY 11772",276,4.5,Mexican,869.6212372283343,https://www.yelp.com/biz/ruta-oaxaca-mexican-cuisine-astoria-3?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Psari Seafood Restaurant & Bar,40.7596276,-73.9321455,"32-10 36th Ave, Astoria, NY 11106",623,4.0,Seafood,501.92948116074496,https://www.yelp.com/biz/psari-seafood-restaurant-and-bar-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Carla,40.7596276,-73.9321455,"25-03 40th Avenue, Long Island City, NY 11101",166,4.5,American (New),822.759451678699,https://www.yelp.com/biz/carla-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sanfords Astoria,40.7596276,-73.9321455,"30-13 Broadway, Astoria, NY 11106",1154,4.0,Breakfast & Brunch,627.3933387912685,https://www.yelp.com/biz/sanfords-astoria-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sake Kawa,40.7596276,-73.9321455,"32-05 36th Ave, Astoria, NY 11106",246,4.5,Sushi Bars,481.69201363207463,https://www.yelp.com/biz/sake-kawa-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Trestle,40.7596276,-73.9321455,"34-02 Broadway, Astoria, NY 11106",549,4.5,Cocktail Bars,781.7189593040615,https://www.yelp.com/biz/trestle-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sala Astoria,40.7596276,-73.9321455,"34-39 31st St, Queens, NY 11106",64,4.5,Spanish,371.55162150486484,https://www.yelp.com/biz/sala-astoria-queens?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
House of Thai,40.7596276,-73.9321455,"2501 40th Ave, Long Island City, NY 11101",355,4.0,Thai,827.1774310123538,https://www.yelp.com/biz/house-of-thai-long-island-city-4?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Salvatoria Kitchen & Bar,40.7596276,-73.9321455,"31-18 Broadway, Astoria, NY 11106",272,4.5,Salvadoran,651.8795314689186,https://www.yelp.com/biz/salvatoria-kitchen-and-bar-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Tacuba,40.7596276,-73.9321455,"35-01 36th St, Astoria, NY 11106",758,4.0,Mexican,769.9494416480838,https://www.yelp.com/biz/tacuba-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
The Highwater,40.7596276,-73.9321455,"3420 Broadway, Astoria, NY 11106",552,4.0,American (New),821.9467306593161,https://www.yelp.com/biz/the-highwater-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Vite Vinosteria,40.7596276,-73.9321455,"31-05 34th St, Astoria, NY 11106",691,4.5,Italian,991.0863401467989,https://www.yelp.com/biz/vite-vinosteria-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Suzuki Shokudo,40.7596276,-73.9321455,"38-01 31st St, Long Island City, NY 11101",205,4.5,Sushi Bars,674.5024136735643,https://www.yelp.com/biz/suzuki-shokudo-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Amylos Taverna,40.7596276,-73.9321455,"33-19 Broadway, Astoria, NY 11106",415,4.0,Seafood,785.3272868597787,https://www.yelp.com/biz/amylos-taverna-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Mar's,40.7596276,-73.9321455,"34-21 34th Ave, Astoria, NY 11106",297,4.0,Seafood,691.9703050432379,https://www.yelp.com/biz/mars-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Tamashii Ramen,40.7596276,-73.9321455,"2905 Broadway, Astoria, NY 11106",837,4.0,Ramen,586.9567074037487,https://www.yelp.com/biz/tamashii-ramen-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Beija Flor,40.7596276,-73.9321455,"38-02 29th St, Long Island City, NY 11101",292,4.0,Brazilian,572.4914996698501,https://www.yelp.com/biz/beija-flor-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Aliada,40.7596276,-73.9321455,"2919 Broadway, Astoria, NY 11106",464,4.0,Greek,596.4134490018212,https://www.yelp.com/biz/aliada-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sami's Kabab House,40.7601853,-73.9362726,"35-57 Crescent St, Astoria, NY 11106",547,4.5,Afghan,340.0555609447758,https://www.yelp.com/biz/samis-kabab-house-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Carla,40.7601853,-73.9362726,"25-03 40th Avenue, Long Island City, NY 11101",166,4.5,American (New),750.8053116395128,https://www.yelp.com/biz/carla-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
House of Thai,40.7601853,-73.9362726,"2501 40th Ave, Long Island City, NY 11101",355,4.0,Thai,751.0694640601955,https://www.yelp.com/biz/house-of-thai-long-island-city-4?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Salvatoria Kitchen & Bar,40.7601853,-73.9362726,"31-18 Broadway, Astoria, NY 11106",272,4.5,Salvadoran,976.2133272017683,https://www.yelp.com/biz/salvatoria-kitchen-and-bar-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sake Kawa,40.7601853,-73.9362726,"32-05 36th Ave, Astoria, NY 11106",246,4.5,Sushi Bars,782.5386626929898,https://www.yelp.com/biz/sake-kawa-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Psari Seafood Restaurant & Bar,40.7601853,-73.9362726,"32-10 36th Ave, Astoria, NY 11106",623,4.0,Seafood,794.292802232508,https://www.yelp.com/biz/psari-seafood-restaurant-and-bar-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Sanfords Astoria,40.7601853,-73.9362726,"30-13 Broadway, Astoria, NY 11106",1154,4.0,Breakfast & Brunch,931.0456656483805,https://www.yelp.com/biz/sanfords-astoria-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Suzuki Shokudo,40.7601853,-73.9362726,"38-01 31st St, Long Island City, NY 11101",205,4.5,Sushi Bars,822.5539668939572,https://www.yelp.com/biz/suzuki-shokudo-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Beebe's,40.7601853,-73.9362726,"38-28 27th St, Boro Hotel, Long Island City, NY 11101",173,4.0,Pizza,597.4612592572853,https://www.yelp.com/biz/beebes-long-island-city-4?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Beija Flor,40.7601853,-73.9362726,"38-02 29th St, Long Island City, NY 11101",292,4.0,Brazilian,659.7721171348159,https://www.yelp.com/biz/beija-flor-long-island-city?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Aliada,40.7601853,-73.9362726,"2919 Broadway, Astoria, NY 11106",464,4.0,Greek,887.9103480741454,https://www.yelp.com/biz/aliada-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
King of Falafel & Shawarma - Restaurant,40.7601853,-73.9362726,"30-15 Broadway, Astoria, NY 11106",400,4.5,Halal,930.324779752696,https://www.yelp.com/biz/king-of-falafel-and-shawarma-restaurant-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Il Miglio Brick Oven Pizzeria & Italian Restaurant,40.7601853,-73.9362726,"11-03 36th Ave, Long Island City, NY 11106",45,4.0,Italian,304.9886611379628,https://www.yelp.com/biz/il-miglio-brick-oven-pizzeria-and-italian-restaurant-long-island-city-4?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Botte Bar,40.7601853,-73.9362726,"25-07 Broadway, Astoria, NY 11106",163,4.5,Cocktail Bars,778.6732341873279,https://www.yelp.com/biz/botte-bar-astoria-2?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
Chela & Garnacha,40.7601853,-73.9362726,"33-09 36th Ave, Astoria, NY 11106",441,4.5,Mexican,879.5154805874254,https://www.yelp.com/biz/chela-and-garnacha-astoria?adjust_creative=0Mb7EZ24GH1bP7iZAx3urg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Mb7EZ24GH1bP7iZAx3urg
